PRISM Time Series Data,,,,
Location:  Lat: 39.1715   Lon: -79.3529   Elev: 1072m,,,,
"Climate variables: ppt,tmin,tmean,tmax",,,,
Spatial resolution: 4km,,,,
Period: 1895-01 - 2018-07,,,,
Dataset: AN81m,,,,
PRISM day definition: 24 hours ending at 1200 UTC on the day shown,,,,
Grid Cell Interpolation: Off,,,,
Time series generated: 2019-Feb-10,,,,
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,,,,
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
1901-02,42.51444444,-11.7,-7.011111111,-2.333333333
1901-03,113.0733333,-3.566666667,1.755555556,7.022222222
1901-04,175.8766667,-0.888888889,4.533333333,9.966666667
1901-05,169.0366667,6.055555556,12.17777778,18.34444444
1901-06,117.8977778,10.43333333,17.32222222,24.2
1901-07,95.15,14.86666667,21.18888889,27.44444444
1901-08,127.17,12.84444444,18.83333333,24.8
1901-09,72.03666667,7.255555556,13.93333333,20.64444444
1901-10,18.73777778,1.411111111,9.2,16.98888889
1901-11,89.79555556,-5.066666667,-0.122222222,4.811111111
1901-12,172.05,-8.377777778,-3.144444444,2.122222222
1902-01,133.1844444,-9.422222222,-4.533333333,0.388888889
1902-02,81.25888889,-11.07777778,-6.811111111,-2.522222222
1902-03,129.3133333,-3.466666667,2.588888889,8.622222222
1902-04,111.66,-0.077777778,5.833333333,11.73333333
1902-05,101.8611111,7.333333333,14.42222222,21.48888889
1902-06,145.7044444,8.511111111,15.66666667,22.82222222
1902-07,117.6677778,12.75555556,19.21111111,25.62222222
1902-08,59.18333333,10.04444444,16.97777778,23.97777778
1902-09,89.93888889,7.177777778,14.47777778,21.75555556
1902-10,82.80333333,4.033333333,10.34444444,16.57777778
1902-11,73.91777778,0.788888889,6.933333333,13.04444444
1902-12,187.3422222,-7.144444444,-2.511111111,2.077777778
1903-01,104.0322222,-8.855555556,-3.744444444,1.355555556
1903-02,189.3411111,-8.2,-2.288888889,3.611111111
1903-03,134.3511111,0.955555556,6.688888889,12.43333333
1903-04,109.3788889,0.488888889,7.177777778,13.88888889
1903-05,105.6411111,6.2,13.94444444,21.67777778
1903-06,150.2155556,8.533333333,14.25555556,19.97777778
1903-07,112.9477778,11.65555556,18.48888889,25.3
1903-08,86.69555556,11.64444444,17.82222222,23.98888889
1903-09,50.49555556,6.433333333,14.11111111,21.74444444
1903-10,72.08222222,3.022222222,9.066666667,15.14444444
1903-11,87.18666667,-5.711111111,0.322222222,6.388888889
1903-12,65.46888889,-11.64444444,-6.166666667,-0.711111111
1904-01,93.30111111,-11.37777778,-5.688888889,6.16E-18
1904-02,77.95333333,-11.6,-5.266666667,1.066666667
1904-03,124.3688889,-3.211111111,2.722222222,8.655555556
1904-04,91.97444444,-0.877777778,5.1,11.07777778
1904-05,97.39555556,5.688888889,12.86666667,20.05555556
1904-06,112.6333333,10.25555556,16.68888889,23.13333333
1904-07,103.5277778,11.24444444,17.63333333,24.02222222
1904-08,60.71666667,9.866666667,17.03333333,24.18888889
1904-09,73.78333333,7.866666667,15.51111111,23.15555556
1904-10,60.95,0.9,8.855555556,16.81111111
1904-11,14.71111111,-4.566666667,1.677777778,7.933333333
1904-12,103.5355556,-8.322222222,-3.277777778,1.766666667
1905-01,111.3577778,-10.97777778,-5.9,-0.822222222
1905-02,81.05,-12.13333333,-6.922222222,-1.722222222
1905-03,141.5577778,-2.188888889,4.1,10.4
1905-04,91.23555556,0.388888889,7.288888889,14.23333333
1905-05,128.6022222,7.211111111,14.05555556,20.91111111
1905-06,116.9466667,11.17777778,17.45555556,23.78888889
1905-07,163.66,13.1,18.84444444,24.6
1905-08,106.5155556,11.38888889,17.5,23.64444444
1905-09,63.09666667,7.766666667,14.77777778,21.76666667
1905-10,146.9766667,2.366666667,9.122222222,15.92222222
1905-11,90.01111111,-3.311111111,2.411111111,8.133333333
1905-12,85.44444444,-6,-1.3,3.388888889
1906-01,123.1933333,-4.588888889,0.233333333,5.088888889
1906-02,58.70777778,-10.17777778,-3.288888889,3.566666667
1906-03,158.9955556,-5.155555556,-0.944444444,3.266666667
1906-04,143.59,1.033333333,7.955555556,14.85555556
1906-05,69.90444444,5.333333333,12.92222222,20.55555556
1906-06,126.38,11.34444444,17.71111111,24.08888889
1906-07,92.55,12.34444444,18.23333333,24.14444444
1906-08,156.8366667,14.85555556,19.9,24.97777778
1906-09,108.5466667,10.92222222,16.98888889,23.02222222
1906-10,79.56888889,3.788888889,9.044444444,14.33333333
1906-11,64.70111111,-2.044444444,3.911111111,9.855555556
1906-12,163.8177778,-5.177777778,-0.688888889,3.8
1907-01,275.8177778,-5.322222222,0.133333333,5.577777778
1907-02,101.8288889,-9.9,-4.233333333,1.466666667
1907-03,187.24,-0.533333333,5.4,11.33333333
1907-04,99.35333333,-2.111111111,3.6,9.333333333
1907-05,138.0355556,4.444444444,11.22222222,17.97777778
1907-06,146.41,7.966666667,14.08888889,20.17777778
1907-07,243.5033333,12.02222222,18.27777778,24.51111111
1907-08,145.7666667,10.5,16.68888889,22.86666667
1907-09,119.77,9.455555556,15.33333333,21.2
1907-10,101.6477778,-0.222222222,6.644444444,13.51111111
1907-11,114.4377778,-2.133333333,2.277777778,6.7
1907-12,105.5877778,-6.7,-1.566666667,3.555555556
1908-01,99.27555556,-9.766666667,-3.9,1.933333333
1908-02,128.0733333,-9.488888889,-4.733333333,0.033333333
1908-03,181.6611111,-1.255555556,4.844444444,10.91111111
1908-04,143.2033333,2.077777778,8.777777778,15.51111111
1908-05,229.0155556,7.966666667,13.24444444,18.53333333
1908-06,85.04555556,9.366666667,16.52222222,23.71111111
1908-07,139.8044444,12.61111111,19.25555556,25.88888889
1908-08,79.06333333,10.92222222,17.26666667,23.62222222
1908-09,26.07555556,5.988888889,15.06666667,24.11111111
1908-10,26.04444444,1.688888889,9.366666667,17.01111111
1908-11,23.04444444,-3.744444444,3.333333333,10.42222222
1908-12,88.45666667,-6.022222222,-0.933333333,4.133333333
1909-01,122.1966667,-5.933333333,-0.466666667,4.988888889
1909-02,122.7066667,-4.244444444,1.455555556,7.166666667
1909-03,111.85,-4.3,0.9,6.111111111
1909-04,152.8377778,0.933333333,7.655555556,14.38888889
1909-05,88.34888889,5.311111111,12.34444444,19.38888889
1909-06,175.4755556,12.03333333,18.04444444,24.02222222
1909-07,105.7522222,10.18888889,17.13333333,24.04444444
1909-08,131.0188889,10.58888889,17.42222222,24.28888889
1909-09,102.5111111,7.3,14.02222222,20.72222222
1909-10,112.4977778,0.111111111,6.722222222,13.35555556
1909-11,35.62777778,-0.244444444,6.577777778,13.4
1909-12,94.81555556,-9.966666667,-5.222222222,-0.455555556
1910-01,229.1055556,-7.522222222,-2.544444444,2.466666667
1910-02,90.50888889,-8.577777778,-2.966666667,2.633333333
1910-03,20.01,-1.822222222,6.044444444,13.9
1910-04,78.65777778,1.5,8.477777778,15.44444444
1910-05,115.0755556,3.944444444,10.98888889,18.05555556
1910-06,184.1988889,9.577777778,15.41111111,21.21111111
1910-07,101.0055556,13.14444444,19.4,25.63333333
1910-08,47.04888889,10,17.65555556,25.3
1910-09,92.42555556,9.988888889,16.41111111,22.83333333
1910-10,45.29444444,4.411111111,11.28888889,18.15555556
1910-11,78.97111111,-4.066666667,-0.122222222,3.811111111
1910-12,96.35666667,-10.36666667,-5.577777778,-0.788888889
1911-01,194.6611111,-5.244444444,0,5.255555556
1911-02,64.70333333,-4.9,-0.233333333,4.4
1911-03,96.05222222,-5.188888889,0.6,6.377777778
1911-04,141.7711111,-0.133333333,5.733333333,11.6
1911-05,52.85444444,6.866666667,15.22222222,23.57777778
1911-06,162.9466667,10.9,17.54444444,24.2
1911-07,73.60444444,11.45555556,19.01111111,26.56666667
1911-08,229.8888889,12.62222222,19.14444444,25.68888889
1911-09,138.6677778,10.7,16.9,23.16666667
1911-10,146.8688889,4.9,10.36666667,15.86666667
1911-11,66.88888889,-3.233333333,2.022222222,7.277777778
1911-12,100.6533333,-4.088888889,1.1,6.288888889
1912-01,95.33333333,-12.96666667,-7.433333333,-1.888888889
1912-02,86.85222222,-11.34444444,-5.822222222,-0.288888889
1912-03,146.32,-4.222222222,1.166666667,6.511111111
1912-04,104.9088889,2.3,9.544444444,16.77777778
1912-05,112.4777778,6.744444444,13.75555556,20.76666667
1912-06,149.76,8.488888889,15.62222222,22.74444444
1912-07,288.5911111,12.75555556,18.71111111,24.66666667
1912-08,126.5933333,10.8,16.54444444,22.32222222
1912-09,150.9511111,10.67777778,16.98888889,23.27777778
1912-10,43.38333333,2.5,9.944444444,17.33333333
1912-11,69.74333333,-1.744444444,3.555555556,8.877777778
1912-12,95.10222222,-6.6,-0.566666667,5.488888889
1913-01,171.0322222,-4.4,1.911111111,8.211111111
1913-02,82.88444444,-8.266666667,-2.933333333,2.444444444
1913-03,114.4,-1.977777778,4.355555556,10.68888889
1913-04,85.89777778,0.9,7.566666667,14.24444444
1913-05,197.4911111,5.511111111,12.5,19.45555556
1913-06,100.5055556,9.822222222,17.13333333,24.45555556
1913-07,188.3833333,12.54444444,19.03333333,25.52222222
1913-08,88.08777778,11.44444444,18.14444444,24.84444444
1913-09,97.74333333,6.944444444,14.03333333,21.11111111
1913-10,148.6366667,4.455555556,9.666666667,14.9
1913-11,155.6388889,-1.122222222,4.211111111,9.522222222
1913-12,74.35777778,-4.944444444,-0.344444444,4.244444444
1914-01,114.2588889,-5.788888889,-1.188888889,3.366666667
1914-02,109.5,-11.11111111,-5.344444444,0.4
1914-03,123.0188889,-6.888888889,-1.444444444,4.033333333
1914-04,169.4922222,1,7.344444444,13.65555556
1914-05,66.58666667,5.466666667,13.1,20.73333333
1914-06,126.3788889,10.61111111,17.97777778,25.28888889
1914-07,140.1577778,11.71111111,18.43333333,25.16666667
1914-08,115.0488889,10.9,17.92222222,24.94444444
1914-09,49.18777778,5.888888889,13.3,20.71111111
1914-10,67.58333333,4.755555556,10.7,16.63333333
1914-11,36.01111111,-3.466666667,2.866666667,9.177777778
1914-12,151.6544444,-8.577777778,-4.322222222,-0.033333333
1915-01,142.3211111,-7.311111111,-2.766666667,1.755555556
1915-02,117.9733333,-5.366666667,-0.433333333,4.533333333
1915-03,52.87333333,-7.155555556,-2.622222222,1.877777778
1915-04,68.65333333,1.077777778,8.855555556,16.63333333
1915-05,123.5488889,5.977777778,12.08888889,18.18888889
1915-06,82.03,8.455555556,15.55555556,22.67777778
1915-07,118.4566667,11.7,18.15555556,24.57777778
1915-08,159.1877778,11.5,17.04444444,22.61111111
1915-09,102.7555556,9.511111111,16.02222222,22.48888889
1915-10,105.2622222,4.677777778,10.94444444,17.23333333
1915-11,84.11222222,-1.744444444,4.233333333,10.17777778
1915-12,114.8655556,-7.411111111,-3.1,1.211111111
1916-01,169.1011111,-5.244444444,1.2,7.644444444
1916-02,133.6511111,-8.744444444,-3.3,2.155555556
1916-03,136.0866667,-6.111111111,-0.344444444,5.4
1916-04,99.01333333,0.933333333,6.522222222,12.13333333
1916-05,101.4833333,8.711111111,14.63333333,20.58888889
1916-06,149.4622222,8.577777778,14.73333333,20.84444444
1916-07,86.03555556,13.8,19.56666667,25.33333333
1916-08,134.2644444,12.08888889,18.34444444,24.62222222
1916-09,121.1844444,6.433333333,13.61111111,20.78888889
1916-10,85.22,1.477777778,9.011111111,16.56666667
1916-11,52.17555556,-2.833333333,3.577777778,9.955555556
1916-12,92.79666667,-8.211111111,-2.411111111,3.411111111
1917-01,155.14,-7.566666667,-2.188888889,3.211111111
1917-02,96.08222222,-9.511111111,-3.8,1.911111111
1917-03,160.5044444,-3.855555556,1.577777778,6.944444444
1917-04,68.57888889,0.988888889,7.3,13.57777778
1917-05,134.6166667,4.5,9.688888889,14.88888889
1917-06,94.22555556,9.6,16.03333333,22.45555556
1917-07,118.8011111,12.96666667,18.66666667,24.37777778
1917-08,74.48444444,11.68888889,18.16666667,24.64444444
1917-09,73.76333333,6.466666667,13.06666667,19.66666667
1917-10,102.6222222,0.044444444,6.355555556,12.68888889
1917-11,26.79333333,-4.855555556,1.1,7.122222222
1917-12,38.21111111,-13.26666667,-7.733333333,-2.177777778
1918-01,119.3122222,-13.85555556,-9.033333333,-4.211111111
1918-02,136.5622222,-7.544444444,-1.233333333,5.077777778
1918-03,122.5622222,-2.966666667,4.566666667,12.08888889
1918-04,134.0844444,0.577777778,6.544444444,12.52222222
1918-05,125.3466667,8.833333333,15.77777778,22.76666667
1918-06,96.59777778,9.322222222,15.97777778,22.61111111
1918-07,84.12,10.55555556,16.83333333,23.1
1918-08,102.5333333,13.74444444,20.11111111,26.46666667
1918-09,95.18333333,5.377777778,11.92222222,18.45555556
1918-10,86.40111111,4.166666667,11.21111111,18.28888889
1918-11,59.11111111,-2.633333333,3.122222222,8.844444444
1918-12,141.3255556,-3.333333333,1.444444444,6.233333333
1919-01,113.4155556,-7.944444444,-1.644444444,4.633333333
1919-02,54.32888889,-7.355555556,-2.111111111,3.133333333
1919-03,59.02666667,-3.388888889,3.411111111,10.22222222
1919-04,52.43,0.122222222,6.855555556,13.62222222
1919-05,118.4322222,6.188888889,12.54444444,18.91111111
1919-06,151.8522222,11.75555556,18.48888889,25.26666667
1919-07,152.94,12.23333333,18.98888889,25.73333333
1919-08,105.0211111,10.9,17.03333333,23.15555556
1919-09,46.49,7.433333333,15.04444444,22.65555556
1919-10,164.2344444,8.2,13.76666667,19.35555556
1919-11,94.82333333,-1.811111111,4.022222222,9.844444444
1919-12,126.1433333,-10.08888889,-3.7,2.7
1920-01,124.3955556,-8.788888889,-4.166666667,0.455555556
1920-02,81.57,-7.666666667,-3.666666667,0.344444444
1920-03,88.94111111,-3.555555556,2.977777778,9.522222222
1920-04,132.1444444,0.744444444,6.077777778,11.42222222
1920-05,81.14888889,3.911111111,10.68888889,17.47777778
1920-06,135.2888889,9.488888889,16.07777778,22.68888889
1920-07,156.4911111,10.7,17.46666667,24.22222222
1920-08,128.1,13.44444444,18.27777778,23.08888889
1920-09,79.75777778,9.988888889,16.24444444,22.52222222
1920-10,35.15666667,4.555555556,11.58888889,18.66666667
1920-11,107.8944444,-1.577777778,2.6,6.8
1920-12,89.91777778,-5.133333333,-1.088888889,2.988888889
1921-01,92.74555556,-6.166666667,-0.9,4.333333333
1921-02,77.85111111,-5.033333333,-0.166666667,4.688888889
1921-03,84.27777778,0.577777778,8.211111111,15.84444444
1921-04,67.18111111,3.344444444,10.35555556,17.4
1921-05,171.1511111,6.944444444,12.41111111,17.87777778
1921-06,118.9566667,11.24444444,17.93333333,24.65555556
1921-07,100.99,13.82222222,20.18888889,26.54444444
1921-08,161.9933333,10.33333333,16.7,23.05555556
1921-09,156.6177778,12.73333333,18.43333333,24.1
1921-10,76.27333333,2.7,9.488888889,16.28888889
1921-11,155.0877778,0.722222222,5.366666667,9.988888889
1921-12,116.8044444,-4.844444444,-0.222222222,4.4
1922-01,101.4522222,-10.13333333,-4.233333333,1.666666667
1922-02,96.42555556,-5.066666667,0.566666667,6.211111111
1922-03,137.2922222,-1.977777778,3.733333333,9.455555556
1922-04,88.99666667,1.9,8.566666667,15.23333333
1922-05,77.62888889,7.244444444,14.3,21.32222222
1922-06,117.58,11.68888889,17.84444444,24
1922-07,132.6177778,12.72222222,18.88888889,25.1
1922-08,89.88111111,10.07777778,16.86666667,23.63333333
1922-09,54.2,7.755555556,15.78888889,23.81111111
1922-10,53.29666667,2.311111111,9.888888889,17.51111111
1922-11,45.93666667,-1.822222222,3.933333333,9.666666667
1922-12,126.5855556,-6.022222222,0.155555556,6.366666667
1923-01,149.3788889,-6.322222222,-1.422222222,3.5
1923-02,129.7455556,-8.3,-3.877777778,0.566666667
1923-03,83.07,-4.766666667,2.288888889,9.344444444
1923-04,100.9166667,-1.022222222,6.6,14.25555556
1923-05,62.39666667,3.5,11.67777778,19.83333333
1923-06,154.8444444,10.42222222,17.61111111,24.81111111
1923-07,121.2333333,11.28888889,18.18888889,25.11111111
1923-08,85.81222222,12.77777778,18.18888889,23.6
1923-09,97.54333333,9.155555556,15.63333333,22.11111111
1923-10,26.98444444,0.5,7.866666667,15.23333333
1923-11,104.2922222,-2.1,3.2,8.544444444
1923-12,188.5155556,-2.211111111,3.3,8.811111111
1924-01,131.1722222,-9.633333333,-3.555555556,2.533333333
1924-02,128.9333333,-8.1,-3.9,0.255555556
1924-03,155.5833333,-4.166666667,0.266666667,4.677777778
1924-04,105.08,-0.422222222,6.211111111,12.85555556
1924-05,232.5677778,4.133333333,9.788888889,15.41111111
1924-06,137.4622222,10.51111111,16.87777778,23.23333333
1924-07,152.9055556,10.71111111,17.36666667,23.98888889
1924-08,102.7633333,11.42222222,18.25555556,25.07777778
1924-09,146.4266667,6.4,12.28888889,18.17777778
1924-10,12.89444444,0.544444444,9.022222222,17.48888889
1924-11,55.48333333,-2.6,2.811111111,8.222222222
1924-12,75.74777778,-7.566666667,-1.933333333,3.7
1925-01,106.4922222,-8.955555556,-3.7,1.533333333
1925-02,57.90333333,-4.333333333,1.911111111,8.166666667
1925-03,104.04,-3.655555556,3.2,10.01111111
1925-04,84.80444444,1.722222222,9.377777778,17.03333333
1925-05,99.29666667,3.511111111,10.54444444,17.58888889
1925-06,141.6966667,11.21111111,18.51111111,25.82222222
1925-07,150.0244444,11.66666667,18.21111111,24.74444444
1925-08,78.57333333,10.07777778,17.56666667,25.04444444
1925-09,96.17111111,11.12222222,18,24.85555556
1925-10,221.3166667,2.7,6.5,10.3
1925-11,121.2422222,-3.2,2.155555556,7.477777778
1925-12,38.13333333,-7.133333333,-2.733333333,1.655555556
1926-01,131.6533333,-8.166666667,-3.111111111,1.933333333
1926-02,140.9211111,-6.688888889,-1.811111111,3.066666667
1926-03,116.1533333,-6.666666667,-1.433333333,3.833333333
1926-04,95.17222222,-1.188888889,5.3,11.77777778
1926-05,70.24555556,5.411111111,12.71111111,20.01111111
1926-06,116.2611111,8.866666667,15.21111111,21.56666667
1926-07,132.7755556,12.06666667,18.77777778,25.5
1926-08,263.7144444,13.92222222,19.1,24.26666667
1926-09,160.0966667,11.17777778,16.62222222,22.06666667
1926-10,147.3477778,4.511111111,9.855555556,15.17777778
1926-11,83.85555556,-3.577777778,2.133333333,7.877777778
1926-12,148.4988889,-6.866666667,-2.3,2.288888889
1927-01,142.6011111,-6.944444444,-2.555555556,1.855555556
1927-02,155.09,-3.577777778,1.411111111,6.355555556
1927-03,86.83,-1.1,4.222222222,9.566666667
1927-04,153.5844444,1.044444444,6.833333333,12.62222222
1927-05,168.0288889,7.344444444,12.3,17.24444444
1927-06,132.0855556,8.388888889,14.74444444,21.15555556
1927-07,154.5733333,11.85555556,18.48888889,25.12222222
1927-08,144.4988889,9.277777778,15.34444444,21.43333333
1927-09,49.74444444,8.088888889,15.61111111,23.08888889
1927-10,123.7233333,4.266666667,11.27777778,18.33333333
1927-11,112.5122222,0.511111111,5.933333333,11.36666667
1927-12,135.1111111,-6.911111111,-1.711111111,3.522222222
1928-01,93.15666667,-7.722222222,-2.711111111,2.311111111
1928-02,81.13555556,-6.744444444,-1.944444444,2.822222222
1928-03,134.6488889,-4.411111111,1.377777778,7.177777778
1928-04,160.2955556,-0.166666667,5.777777778,11.71111111
1928-05,97.52555556,4.011111111,11.35555556,18.67777778
1928-06,220.0977778,9.933333333,15.44444444,20.95555556
1928-07,124.3055556,12.6,18.94444444,25.26666667
1928-08,139.2955556,13.63333333,19.35555556,25.04444444
1928-09,68.11888889,6.644444444,12.65555556,18.65555556
1928-10,52.88222222,3.711111111,10.47777778,17.25555556
1928-11,116.5488889,-0.522222222,3.966666667,8.455555556
1928-12,70.50111111,-7.122222222,-1.122222222,4.9
1929-01,106.3977778,-8.255555556,-2.955555556,2.333333333
1929-02,75.05222222,-9.1,-3.788888889,1.5
1929-03,85.75333333,-1.966666667,4.833333333,11.62222222
1929-04,173.8844444,2.811111111,9.3,15.82222222
1929-05,191.3255556,5.866666667,12.28888889,18.72222222
1929-06,76.68111111,9.288888889,16.28888889,23.28888889
1929-07,100.7733333,11.33333333,18.03333333,24.73333333
1929-08,77.73,9.711111111,16.74444444,23.73333333
1929-09,97.68777778,8.522222222,15.55555556,22.6
1929-10,210.86,2.3,8.255555556,14.24444444
1929-11,128.6488889,-0.744444444,3.544444444,7.822222222
1929-12,93.24111111,-4.377777778,0.3,4.933333333
1930-01,44.99333333,-6.811111111,-1.277777778,4.255555556
1930-02,79.87111111,-4.911111111,1.055555556,7.044444444
1930-03,87.78111111,-4.766666667,1.311111111,7.366666667
1930-04,81.79444444,0.944444444,7.633333333,14.34444444
1930-05,62.46333333,6.833333333,13.64444444,20.42222222
1930-06,102.9822222,8.833333333,16.41111111,23.98888889
1930-07,62.63,10.9,19.12222222,27.31111111
1930-08,48.59666667,9.344444444,17.25555556,25.21111111
1930-09,33.68666667,9.788888889,17.52222222,25.27777778
1930-10,25.26777778,-0.322222222,7.3,14.91111111
1930-11,35.76555556,-4.077777778,2.577777778,9.233333333
1930-12,108.7533333,-8.411111111,-3.733333333,0.955555556
1931-01,69.63111111,-7.388888889,-2.211111111,2.988888889
1931-02,80.55111111,-5.722222222,-0.733333333,4.255555556
1931-03,102.7111111,-4.177777778,-0.8,2.6
1931-04,96.53333333,-0.511111111,6.644444444,13.77777778
1931-05,194.7066667,5.6,12.45555556,19.31111111
1931-06,103.4944444,9.533333333,16.96666667,24.4
1931-07,112.9988889,13.81111111,20.65555556,27.46666667
1931-08,147.3266667,12.11111111,17.95555556,23.78888889
1931-09,120.4555556,10.58888889,17.37777778,24.17777778
1931-10,50.25,4.055555556,10.77777778,17.48888889
1931-11,61.80555556,3.111111111,8.2,13.31111111
1931-12,137.6111111,-1.344444444,3.277777778,7.877777778
1932-01,124.1644444,-1.355555556,3.722222222,8.788888889
1932-02,130.4811111,-3.888888889,1.944444444,7.766666667
1932-03,179.1155556,-6.155555556,-0.877777778,4.388888889
1932-04,80.10777778,-0.177777778,6.933333333,14
1932-05,116.3266667,5.788888889,12.63333333,19.5
1932-06,99.52444444,9.966666667,17.04444444,24.13333333
1932-07,146.8233333,12.2,18.43333333,24.65555556
1932-08,128.0688889,10.37777778,18.12222222,25.85555556
1932-09,58.73666667,7.2,15,22.76666667
1932-10,117.6977778,3.988888889,9.711111111,15.44444444
1932-11,79.70444444,-3.033333333,2.488888889,8
1932-12,68.29,-6.888888889,-0.322222222,6.222222222
1933-01,72.52666667,-3.155555556,1.855555556,6.877777778
1933-02,106.5466667,-7.133333333,-1.5,4.166666667
1933-03,194.1322222,-4.211111111,0.488888889,5.177777778
1933-04,132.0177778,1.344444444,8.133333333,14.91111111
1933-05,266.67,9.266666667,14.67777778,20.08888889
1933-06,72.91222222,10.21111111,17.67777778,25.14444444
1933-07,144.1322222,11.45555556,18.4,25.32222222
1933-08,191.9411111,12.15555556,17.82222222,23.48888889
1933-09,145.9088889,11.58888889,17.35555556,23.12222222
1933-10,60.78,2.222222222,9.111111111,16.01111111
1933-11,97.18777778,-2.955555556,2.022222222,7.022222222
1933-12,125.4122222,-5.066666667,0.944444444,6.944444444
